Best_Accuracy,Best_Epoch,Final_Test_Accuracy,Final_Train_Accuracy,CLS_Loss_Start,CLS_Loss_End,MKMMD_Loss_Start,MKMMD_Loss_End,Total_Training_Minutes,Avg_Epoch_Time,Min_Epoch_Time,Max_Epoch_Time
87.40079365079364,29,86.95436507936508,100.0,1.2705225347289963,0.0606048605612678,0.0509147014882829,0.0584171944194369,30.566618776321416,36.679942531585695,34.787593841552734,39.97935962677002
