Best_Accuracy,Best_Epoch,Final_Test_Accuracy,Final_Train_Accuracy,CLS_Loss_Start,CLS_Loss_End,SSC_Loss_Start,SSC_Loss_End,Total_Training_Minutes,Avg_Epoch_Time,Min_Epoch_Time,Max_Epoch_Time
66.28024193548387,22,63.55846774193549,99.64717741935485,1.4807291867271546,0.0133392327078317,0.2109350541065777,0.0084224083618591,59.67383061647415,71.60859673976898,70.48222160339355,72.1392867565155
