Epoch,Train_CLS_Loss,Train_SAC_Loss,Test_Accuracy,Test_Loss,Conf_Threshold,Epoch_Time_s,Cumulative_Time_s
17,0.018443449216354036,0.004207968914641007,77.85,1.241063407016179,0.8489795918367347,51.55694007873535,881.3946056365967
18,0.024436543336994344,0.010528095363218698,75.0,1.361802581756834,0.8520408163265306,51.30178880691528,932.696394443512
19,0.03816895729405881,0.01481828658330825,70.25,1.6773183686392648,0.8551020408163266,50.9706654548645,983.6670598983765
20,0.013647222897552344,0.009725384639515992,74.85,1.395493485624828,0.8581632653061224,50.99595594406128,1034.6630158424377
21,0.01598195869836115,0.008369180944658095,72.45,1.3362396023576222,0.8612244897959184,51.977461099624634,1086.6404769420624
22,0.014382910519470311,0.007977523089897248,75.45,1.3162024035340263,0.8642857142857143,51.366337299346924,1138.0068142414093
23,0.03531291170680385,0.013162624571592577,74.2,1.2796502203222304,0.8673469387755102,51.59196138381958,1189.5987756252289
24,0.017394917480076752,0.01925270010026232,66.15,1.6187280047507513,0.8704081632653061,51.20224905014038,1240.8010246753693
25,0.029906652159444356,0.030006362996514765,63.35,1.9550108095956227,0.8734693877551021,50.767072439193726,1291.568097114563
26,0.1337238182614167,0.044532582944919984,60.25,1.8773245508708651,0.8765306122448979,51.79638624191284,1343.3644833564758
27,0.07003188176613842,0.026532146538938244,69.35,1.6164124787799896,0.8795918367346939,51.34176254272461,1394.7062458992004
28,0.07528870223811077,0.018487295120834343,71.6,1.5286336011356778,0.8826530612244898,50.7881543636322,1445.4944002628326
29,0.038773729222744045,0.026981064959639502,68.05,1.919033804583171,0.8857142857142857,50.98446178436279,1496.4788620471954
30,0.04722457505469661,0.029252737430074522,62.35,1.817301332950592,0.8887755102040816,51.184813499450684,1547.6636755466461
31,0.049501758720350245,0.010232679936433993,68.5,1.6003088922727675,0.8918367346938776,51.39056658744812,1599.0542421340942
32,0.0438132680851155,0.010627376366286509,72.5,1.5262208580970764,0.8948979591836734,50.980226278305054,1650.0344684123993
33,0.0222814894983575,0.00939960477332915,68.35,1.432098151672454,0.8979591836734694,50.58158349990845,1700.6160519123077
34,0.03437049331513399,0.028731387731949647,67.15,1.8684103119940985,0.9010204081632653,51.97207999229431,1752.588131904602
35,0.03220418610491775,0.019174042593447432,74.8,1.4557175456531464,0.9040816326530612,51.57833981513977,1804.1664717197418
36,0.0727326947531002,0.04349862648955276,75.1,1.2161060020564094,0.9071428571428571,51.00972127914429,1855.176192998886
37,0.05970626681922905,0.024373567032237208,69.35,1.3911188240089114,0.9102040816326531,51.54235601425171,1906.7185490131378
38,0.027671703610159908,0.022594553388414845,71.75,1.325804722214502,0.9132653061224489,51.78978371620178,1958.5083327293396
39,0.036733757734539046,0.03029837098813826,70.6,1.2434876433440618,0.9163265306122449,50.80026316642761,2009.3085958957672
40,0.026990992274800046,0.004609593220295445,68.0,1.3196579877819334,0.9193877551020408,50.77141356468201,2060.080009460449
41,0.011290279064503979,0.006565115084090541,70.65,1.2604550988901229,0.9224489795918367,50.767921447753906,2110.847930908203
42,0.008931412720900676,0.00789010876248921,72.6,1.1974479347940474,0.9255102040816326,50.77650332450867,2161.624434232712
43,0.023236036446647748,0.021931585224886096,70.85,1.5167683528529272,0.9285714285714285,50.79054880142212,2212.414983034134
44,0.04549148001082828,0.015768411178742687,71.65,1.5057413062405964,0.9316326530612244,50.78862380981445,2263.2036068439484
45,0.03149236659115676,0.020688420552159508,69.75,1.5794305366183083,0.9346938775510204,50.78321933746338,2313.9868261814117
46,0.057493875353341745,0.035863788558110114,75.85,1.1624413142128596,0.9377551020408164,50.96919083595276,2364.9560170173645
47,0.014953699458161399,0.02169208324724628,72.05,1.1946380817227893,0.9408163265306122,51.98086333274841,2416.936880350113
48,0.022130423242830852,0.019505170754141984,71.7,1.2228617280248613,0.9438775510204082,51.19149327278137,2468.1283736228943
49,0.027350236158048165,0.011091548949480057,73.1,1.149636397995646,0.946938775510204,51.36530804634094,2519.4936816692352
50,0.024855461896814014,0.03303409740328789,68.05,1.6671526890898507,0.95,51.023467779159546,2570.517149448395
