Epoch,Train_Loss,Train_Accuracy,Test_Loss,Test_Accuracy,Epoch_Time_s,Cumulative_Time_s
1,0.9371820980262372,75.55443548387096,1.4179761413965495,61.693548387096776,22.088107109069824,22.088107109069824
2,0.17671620443222985,94.95967741935483,1.0480205958010629,72.17741935483872,21.29786205291748,43.385969161987305
3,0.0783318310915943,97.93346774193549,1.0407923094913243,71.9758064516129,21.399121522903442,64.78509068489075
4,0.07588334929107898,97.63104838709677,1.3714795003517442,66.63306451612904,21.516963243484497,86.30205392837524
5,0.09634490108733336,97.07661290322581,0.9905196704128156,72.22782258064517,21.53752899169922,107.83958292007446
6,0.041778047197318126,98.73991935483872,1.1044010125755919,71.72379032258065,21.450170040130615,129.28975296020508
7,0.039547602972766806,98.79032258064517,1.2495503264644574,68.49798387096774,21.574482440948486,150.86423540115356
8,0.047396535749524654,98.5383064516129,0.8906172971802598,76.4616935483871,21.567307233810425,172.431542634964
9,0.027757594671716252,99.19354838709677,1.129321680990078,72.88306451612904,21.667722940444946,194.09926557540894
10,0.01829059379768648,99.49596774193549,1.2100596585528804,72.07661290322581,21.601000785827637,215.70026636123657
11,0.03992709382850256,98.63911290322581,1.01668481761308,76.00806451612904,21.61427116394043,237.314537525177
12,0.023363829064633575,99.39516129032258,1.259328209975431,74.49596774193549,21.610313177108765,258.92485070228577
13,0.03755683119074562,98.79032258064517,1.1930860389322568,71.92540322580645,21.602104425430298,280.52695512771606
14,0.017089177000959733,99.34475806451613,1.1099827667596636,76.4616935483871,21.611945390701294,302.13890051841736
15,0.05069868903674726,98.3366935483871,0.8589219281791649,78.32661290322581,21.625335931777954,323.7642364501953
16,0.011861222010338679,99.69758064516128,1.0596617302799132,77.31854838709677,21.7318434715271,345.4960799217224
17,0.012179405574927167,99.69758064516128,1.1959796196061954,74.04233870967742,21.637945652008057,367.13402557373047
18,0.014030943292328306,99.74798387096774,1.2097166401048702,73.03427419354838,21.61315655708313,388.7471821308136
19,0.013492408199630107,99.69758064516128,1.1571891107155206,74.29435483870968,21.796420335769653,410.54360246658325
20,0.010017730116693026,99.69758064516128,1.0757835785721732,75.55443548387096,21.82326602935791,432.36686849594116
21,0.0037536386545041515,99.94959677419355,1.057906237332293,77.21774193548387,21.8205623626709,454.18743085861206
22,0.0026350813570916805,100.0,1.056478377628786,77.41935483870968,21.631523847579956,475.818954706192
23,0.0014968633433982764,100.0,1.1590252544455355,75.50403225806451,21.81684398651123,497.63579869270325
24,0.009962671898040665,99.79838709677419,1.2002838097156905,73.68951612903226,21.812291145324707,519.448089838028
25,0.008754496757436784,99.74798387096774,1.1463341369409106,74.59677419354838,21.625598192214966,541.0736880302429
26,0.0026657721497148515,100.0,1.1897917234800257,74.64717741935483,21.831456422805786,562.9051444530487
27,0.0018979871833101742,100.0,1.1733286068406268,75.40322580645162,21.63599181175232,584.541136264801
28,0.0011664938952420808,100.0,1.1293344688015021,76.4616935483871,21.832321643829346,606.3734579086304
29,0.0022514361131588004,100.0,1.214977263522263,74.49596774193549,21.804681062698364,628.1781389713287
30,0.0011254440417565825,100.0,1.264725709671057,73.58870967741935,21.82561230659485,650.0037512779236
31,0.0019340582791975917,99.94959677419355,1.2202967160016172,75.20161290322581,21.853657007217407,671.857408285141
32,0.0024196154203485593,100.0,1.182870293508571,75.70564516129032,21.827592849731445,693.6850011348724
33,0.0013931202215497897,100.0,1.1993222018490703,75.55443548387096,21.823378562927246,715.5083796977997
34,0.0036096081250082445,99.8991935483871,1.2108344462157543,75.30241935483872,21.806570768356323,737.314950466156
35,0.0019760223746538206,99.94959677419355,1.1960898896875498,75.80645161290323,21.828530311584473,759.1434807777405
36,0.002288426144772412,99.94959677419355,1.2632768643947672,74.34475806451613,21.82621192932129,780.9696927070618
37,0.0035987276294162577,99.8991935483871,1.255044886921232,74.19354838709677,21.825976610183716,802.7956693172455
38,0.002539283859351276,99.8991935483871,1.162075743040928,75.85685483870968,21.62422513961792,824.4198944568634
39,0.0035096229157422767,99.94959677419355,1.1509305954530118,76.5625,21.841439962387085,846.2613344192505
40,0.0010451521602296834,100.0,1.2481464044979094,74.84879032258065,21.80607318878174,868.0674076080322
41,0.0028392442974666575,99.8991935483871,1.1963075638956187,76.31048387096774,21.823416709899902,889.8908243179321
42,0.0010056590814612367,100.0,1.175353304434177,76.61290322580645,21.817150592803955,911.7079749107361
43,0.0007818544874915519,100.0,1.1809770463244809,76.61290322580645,21.834932804107666,933.5429077148438
44,0.0007619338563135018,100.0,1.1825575630395062,76.61290322580645,21.643847465515137,955.1867551803589
45,0.002755762249557114,99.8991935483871,1.1996087955715578,76.5625,21.664969444274902,976.8517246246338
46,0.0015943865589560441,100.0,1.1970057176229367,76.51209677419355,21.828779935836792,998.6805045604706
47,0.0011684196427766789,100.0,1.194278277206092,76.61290322580645,21.819538116455078,1020.5000426769257
48,0.0009459575154147798,100.0,1.1918697456963971,76.5625,21.781429052352905,1042.2814717292786
49,0.0011854608288089249,99.94959677419355,1.1923770600565589,76.51209677419355,21.616363525390625,1063.8978352546692
50,0.0025831658543416605,99.94959677419355,1.191987186890225,76.51209677419355,21.631508827209473,1085.5293440818787
