Epoch,Train_CLS_Loss,Train_SAC_Loss,Test_Accuracy,Test_Loss,Conf_Threshold,Epoch_Time_s,Cumulative_Time_s
1,0.9875395290793912,0.2323773126568525,67.7,1.2606659642760716,0.8,56.35100245475769,56.35100245475769
2,0.2248703242549973,0.1326725187320863,65.7,1.509815652219076,0.8038461538461539,56.4385404586792,112.78954291343688
3,0.1186868621997775,0.059690399726312,62.7,1.7433787253167894,0.8076923076923077,52.99234056472778,165.78188347816467
4,0.0912020303113686,0.0432591963439218,61.6,1.8764788319194128,0.8115384615384615,51.98458170890808,217.76646518707275
5,0.111482408994268,0.0302708912039956,67.4,1.6241639559231107,0.8153846153846154,51.59546947479248,269.36193466186523
6,0.0932634631322035,0.0171102032350796,71.9,1.558441987113347,0.8192307692307692,51.1295371055603,320.49147176742554
7,0.0502726482602977,0.0247647824787324,67.55,1.8355104516422935,0.8230769230769232,51.423203229904175,371.9146749973297
8,0.0466354422406443,0.0191049473660607,72.8,1.6979489515698143,0.826923076923077,51.40728735923767,423.3219623565674
9,0.0508122386546024,0.0424065115230698,68.3,1.834911868685768,0.8307692307692308,51.839014291763306,475.1609766483307
10,0.0572705922024925,0.0239480007439851,70.65,1.5263214338393438,0.8346153846153846,50.787827491760254,525.9488041400909
11,0.0651422706357533,0.024797418605416,76.4,1.2911675127725752,0.8384615384615385,51.49483275413513,577.4436368942261
12,0.0533858775555516,0.0133419682782503,77.55,1.30668947904829,0.8423076923076923,51.2589807510376,628.7026176452637
13,0.038196432764732,0.0183820918262485,76.55,1.2979049058187575,0.8461538461538461,52.03014492988586,680.7327625751495
14,0.0194762573735187,0.01638088747859,75.55,1.5373270748153565,0.85,51.17686748504639,731.9096300601959
15,0.0136248798939519,0.0101138050517728,74.85,1.3939999446036324,0.8538461538461538,51.013312101364136,782.9229421615601
16,0.0371428046524787,0.0158721652002103,77.75,1.2441168446389457,0.8576923076923078,51.29546213150024,834.2184042930603
17,0.0224357778281574,0.0193990206706427,78.45,1.2522831918701294,0.8615384615384616,51.23753190040589,885.4559361934662
18,0.0224357778281574,0.0193990206706427,78.45,1.2522831918701294,0.8615384615384616,51.23753190040589,936.6934680938721
19,0.0224357778281574,0.0193990206706427,78.45,1.2522831918701294,0.8615384615384616,51.23753190040589,987.930999994278
20,0.0224357778281574,0.0193990206706427,78.45,1.2522831918701294,0.8615384615384616,51.23753190040589,1039.1685318946838
21,0.0224357778281574,0.0193990206706427,78.45,1.2522831918701294,0.8615384615384616,51.23753190040589,1090.4060637950897
22,0.0224357778281574,0.0193990206706427,78.45,1.2522831918701294,0.8615384615384616,51.23753190040589,1141.6435956954956
